,names,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,cluster_vals
3197,@Mari4kafm,0,0,0,1,1,0,0,0,0,0,6
3200,@WLPvUD9Eydvxflj,0,0,1,1,0,0,0,0,0,0,6
3201,@ProgressUA,0,0,0,1,1,0,0,0,0,0,6
3202,@polutornyy,0,0,1,1,0,0,0,0,0,0,6
3206,@AIBOLATRUSSIA,1,0,0,1,0,0,0,0,0,0,6
3207,@Slotman27379365,1,1,0,0,0,0,0,0,0,0,0
3209,@BatemanPat,1,0,0,0,0,0,0,0,0,0,2
3210,@kubantpp,2,0,0,0,0,0,0,0,0,0,2
3211,@StartupNTravel,0,0,0,1,0,1,0,0,0,0,4
3213,@angymalkova,0,0,0,0,1,0,1,0,0,0,7
3215,@kononov_vv,0,1,1,0,0,0,0,0,0,0,0
3216,@slkkapri,1,1,0,0,0,0,0,0,0,0,0
3217,@mnebezs,0,1,0,0,1,0,0,0,0,0,0
3218,@Brodskaia1,0,2,0,0,0,0,0,0,0,0,0
3221,@AbaCzn,2,0,0,0,0,0,0,0,0,0,2
3222,@siberianforyou,0,2,0,0,0,0,0,0,0,0,0
3224,@KoPoHaBiPyC,0,1,1,0,0,0,0,0,0,0,0
3225,@PLj9vVAEU9YC6uz,0,1,0,0,0,0,0,0,0,0,0
3226,@Adm_M_Y,1,1,0,0,0,0,0,0,0,0,0
3227,@TheBlockchainJ,0,0,0,0,2,0,0,0,0,0,1
3228,@orenru,0,0,0,0,0,0,1,1,0,0,7
3229,@roman_must,1,0,0,0,0,0,0,0,0,0,2
3230,@kartavtsevalr,0,0,0,0,0,1,0,0,0,0,4
3231,@karabas2002,1,0,1,0,0,0,0,0,0,0,3
3232,@Alexander_UP,1,0,0,0,0,0,0,0,0,0,2
3233,@erRegion,0,1,1,0,0,0,0,0,0,0,0
3235,@LGBTeto1,2,0,0,0,0,0,0,0,0,0,2
3236,@alekseyvahin,0,2,0,0,0,0,0,0,0,0,0
3237,@pyuv28,1,0,0,0,0,1,0,0,0,0,4
3238,@xChikota,0,0,0,0,0,2,0,0,0,0,4
3239,@bitmaister,0,1,0,0,0,1,0,0,0,0,4
3240,@feuillechannel,0,1,1,0,0,0,0,0,0,0,0
3241,@headInsidemusic,0,2,0,0,0,0,0,0,0,0,0
3242,@JIM71833622,0,0,1,0,1,0,0,0,0,0,1
3243,@kozhurig,0,0,1,0,0,1,0,0,0,0,4
3245,@mod_device,0,1,0,1,0,0,0,0,0,0,6
3246,@millionaudio,0,2,0,0,0,0,0,0,0,0,0
3247,@RusKharchenko,2,0,0,0,0,0,0,0,0,0,2
3249,@ananas_kara,0,2,0,0,0,0,0,0,0,0,0
3250,@zatynatskyi,2,0,0,0,0,0,0,0,0,0,2
3251,@Inostrannoru,1,0,0,0,0,0,0,0,0,0,2
3252,@BuyanovichIgor,2,0,0,0,0,0,0,0,0,0,2
3253,@bektabanov43,1,0,0,0,0,0,0,0,0,0,2
3254,@RidlRussia,0,0,0,0,0,0,0,0,1,0,8
3255,@PADONAGGGG,0,0,0,1,0,1,0,0,0,0,4
3256,@ImVorobei1,0,0,1,0,0,0,0,0,0,0,3
3257,@IoannaSeaStar,0,0,1,0,0,0,1,0,0,0,7
3258,@dr_rin_oleg,0,2,0,0,0,0,0,0,0,0,0
3259,@StarFortuna,0,1,0,0,1,0,0,0,0,0,0
3261,@blablag8,0,1,0,0,0,0,0,0,0,0,0
3262,@JTobolin,0,0,2,0,0,0,0,0,0,0,3
3263,@delih09,0,2,0,0,0,0,0,0,0,0,0
3264,@TRK_Gubernia,0,2,0,0,0,0,0,0,0,0,0
3265,@AnastasiaK93,1,0,0,0,0,0,0,0,0,0,2
3266,@NewsSeldon,0,1,1,0,0,0,0,0,0,0,0
3267,@RoseQuartz5919,2,0,0,0,0,0,0,0,0,0,2
3268,@nosoff_vladimir,0,2,0,0,0,0,0,0,0,0,0
3269,@commerage_ru,0,0,0,2,0,0,0,0,0,0,6
3270,@papodolsky,0,0,0,2,0,0,0,0,0,0,6
3271,@adventurers_,0,2,0,0,0,0,0,0,0,0,0
3272,@andreymirosh1,1,0,0,0,0,0,0,0,0,0,2
3273,@votre_melon,1,0,0,0,0,0,0,0,0,0,2
3274,@KardilPol,0,0,1,0,0,0,1,0,0,0,7
3275,@fidller_com,0,1,0,0,1,0,0,0,0,0,0
3276,@wwwdoctorby,0,0,2,0,0,0,0,0,0,0,3
3277,@TangConstantine,0,0,0,0,0,1,0,0,0,0,4
3278,@ShavRin4,1,0,0,0,0,0,0,0,1,0,8
3279,@Helga35288878,0,0,2,0,0,0,0,0,0,0,3
3280,@obgorel,0,0,0,1,0,0,0,0,0,0,6
3281,@grezliuk_,0,0,0,0,0,2,0,0,0,0,4
3282,@RTVRU,1,0,0,0,0,0,0,0,0,0,2
3283,@Rudenko232,0,0,2,0,0,0,0,0,0,0,3
3284,@Ruslan_Turkish,0,0,0,1,0,0,1,0,0,0,7
3285,@stenkin,2,0,0,0,0,0,0,0,0,0,2
3286,@levan_tvtv,0,0,0,1,0,0,0,0,0,0,6
3287,@dochotdoguk,1,0,0,0,0,0,0,0,0,0,2
3288,@mrkshkot,1,0,0,0,0,0,0,0,0,0,2
3289,@kaktus_allgood,0,0,1,1,0,0,0,0,0,0,6
3290,@RefaktReklama,0,0,0,1,0,0,0,0,0,0,6
3291,@prezidentishka,0,0,1,1,0,0,0,0,0,0,6
3292,@FreeForumOkna,0,0,0,0,1,0,0,1,0,0,5
3293,@GslLaw,0,0,1,1,0,0,0,0,0,0,6
3294,@myLiegnitz,0,0,0,0,1,1,0,0,0,0,4
3295,@Regula_Hunter,0,1,0,0,0,0,0,0,0,0,0
3297,@ASgJoi8D7Z3hf8M,0,0,0,1,0,1,0,0,0,0,4
3298,@o_zornik,1,1,0,0,0,0,0,0,0,0,0
3299,@Lenin_Vuitton1,0,0,0,0,1,0,0,0,0,0,1
3300,@Lebedev_Alex71,0,0,0,0,2,0,0,0,0,0,1
3301,@klyuev_ru,0,0,1,0,0,0,0,0,0,1,9
3302,@ITNGroupua,0,0,1,0,0,0,0,0,0,0,3
3303,@nezkxa,1,0,0,0,0,0,1,0,0,0,7
3304,@Fluoropolymer,1,0,0,0,1,0,0,0,0,0,1
3305,@MuRuRi79,0,0,0,2,0,0,0,0,0,0,6
3306,@RepinVlad,0,2,0,0,0,0,0,0,0,0,0
3307,@InozmiInfo,0,0,0,0,0,0,0,0,1,1,9
3308,@Ko_journal,2,0,0,0,0,0,0,0,0,0,2
3309,@folga5,1,0,0,0,0,0,0,0,0,0,2
3310,@DaraHelgrame,0,1,0,0,0,1,0,0,0,0,4
3311,@AleksandrGrimm,0,2,0,0,0,0,0,0,0,0,0
3313,@CALLIA_K_T_C_C,0,0,1,1,0,0,0,0,0,0,6
3314,@massonT34,0,0,2,0,0,0,0,0,0,0,3
3315,@ceshirscy,1,0,0,0,0,0,0,0,0,0,2
3316,@katarina_rad,0,0,0,0,0,0,1,1,0,0,7
3317,@kallekaleva,0,0,2,0,0,0,0,0,0,0,3
3319,@anotherone1981,0,2,0,0,0,0,0,0,0,0,0
3320,@Balaabanovad,0,1,0,0,0,0,0,0,0,0,0
3321,@An61091899,1,0,0,0,0,0,0,0,0,0,2
3323,@_____JOGI_____,2,0,0,0,0,0,0,0,0,0,2
3324,@AK_Sodeystvie,0,1,1,0,0,0,0,0,0,0,0
3325,@infomossovet,0,2,0,0,0,0,0,0,0,0,0
3326,@Manik0812,2,0,0,0,0,0,0,0,0,0,2
3328,@STAN0077,0,0,0,0,1,0,0,0,0,0,1
3330,@Sedoy174,0,1,1,0,0,0,0,0,0,0,0
3332,@Lea_Ree,1,1,0,0,0,0,0,0,0,0,0
3333,@Cupinasib,1,0,1,0,0,0,0,0,0,0,3
3334,@alexey_shpack,0,1,0,0,0,1,0,0,0,0,4
3337,@vakravcov,1,0,0,1,0,0,0,0,0,0,6
3338,@mentalabortion,0,2,0,0,0,0,0,0,0,0,0
3340,@lubnarkom,0,0,0,0,0,0,0,0,0,2,9
3341,@MID_Krasnodar,1,0,0,0,0,0,0,0,0,0,2
3343,@iBirzha,0,1,0,1,0,0,0,0,0,0,6
3345,@komsomolrf,0,0,0,0,1,0,0,0,0,0,1
3346,@HOBBITVLOGS,0,1,0,1,0,0,0,0,0,0,6
3347,@Ilja_Bud,0,0,0,0,0,0,1,0,0,1,9
3348,@YuliyaPlotnik11,0,0,0,0,1,1,0,0,0,0,4
3349,@ivahar19,1,0,1,0,0,0,0,0,0,0,3
3350,@iJ2dDjai70,0,1,1,0,0,0,0,0,0,0,0
3351,@namtvru,0,0,2,0,0,0,0,0,0,0,3
3352,@SweetPr24830033,0,1,0,0,0,0,1,0,0,0,7
3353,@SKK_Sergievsk,0,0,0,0,0,1,0,0,0,1,9
3355,@QGoGoMtTtuSUx51,1,0,1,0,0,0,0,0,0,0,3
3356,@CIFundWorld_RF,1,0,0,0,1,0,0,0,0,0,1
3357,@so_dvora_che_he,0,0,2,0,0,0,0,0,0,0,3
3358,@RjnTvmVFS4vBtTm,0,0,0,2,0,0,0,0,0,0,6
3360,@MADOU_ds_8,0,2,0,0,0,0,0,0,0,0,0
3361,@ZlajaPanda,1,0,0,0,0,0,0,0,0,0,2
3364,@PavelKarf,0,0,0,0,1,0,0,0,0,0,1
3365,@x0l0st,0,0,0,1,0,0,1,0,0,0,7
3366,@sweet_catmint,2,0,0,0,0,0,0,0,0,0,2
3367,@Sergio97952126,0,0,0,1,1,0,0,0,0,0,6
3368,@Smol_A,0,0,1,0,0,0,0,0,0,1,9
3369,@xsHSNcM0x7DoKqf,1,0,1,0,0,0,0,0,0,0,3
3370,@Dramaturg_EKB,1,0,0,0,0,0,0,0,0,0,2
3371,@maxrenegay,0,2,0,0,0,0,0,0,0,0,0
3372,@alexkorotkov37,0,1,1,0,0,0,0,0,0,0,0
3373,@julia_batrshina,0,0,0,0,2,0,0,0,0,0,1
3374,@neargument,0,2,0,0,0,0,0,0,0,0,0
3376,@neuromancerband,0,0,0,1,0,0,0,0,0,0,6
3377,@kprf_irkutsk,0,0,1,1,0,0,0,0,0,0,6
3378,@zelenoe_serdce,1,0,0,0,0,0,0,0,0,0,2
3379,@Olja_Yavorskaja,0,1,0,0,0,0,0,0,0,0,0
3380,@tov_makarov,2,0,0,0,0,0,0,0,0,0,2
3382,@rainermar65,1,0,0,0,0,0,0,1,0,0,5
3383,@AgarevArtem,0,0,1,0,0,0,0,0,1,0,8
3384,@StradniekiRu,1,0,0,0,0,0,0,0,0,0,2
3385,@aynrandrf,0,1,0,1,0,0,0,0,0,0,6
3386,@baptist_ru,0,0,0,0,1,0,0,0,0,0,1
3387,@RuBalticRu,0,2,0,0,0,0,0,0,0,0,0
3388,@BlackbeardDwarf,1,1,0,0,0,0,0,0,0,0,0
3389,@an1s1movserge1,0,0,0,0,0,0,2,0,0,0,7
3390,@kovalerr,0,0,0,1,0,0,0,0,0,0,6
3391,@91_stella,1,0,1,0,0,0,0,0,0,0,3
3392,@garbyziiik,0,1,0,0,0,0,0,0,0,0,0
3393,@alndr520904,0,0,0,0,1,0,0,1,0,0,5
3394,@Polisha86,0,0,0,1,1,0,0,0,0,0,6
3396,@MrHorusLG,0,2,0,0,0,0,0,0,0,0,0
3397,@Julija347,0,0,1,0,0,0,0,0,0,0,3
3399,@zaharchenko581,1,0,0,1,0,0,0,0,0,0,6
3400,@0P3NU4,1,0,0,0,0,0,0,0,0,0,2
3401,@KinomodaIndia,2,0,0,0,0,0,0,0,0,0,2
3402,@peissan1,1,0,0,0,0,0,0,0,1,0,8
3403,@Evgeny2016Zhuk,0,0,0,2,0,0,0,0,0,0,6
3405,@Tolya534,0,1,0,0,0,0,0,0,0,0,0
3406,@Tatyana_2772,2,0,0,0,0,0,0,0,0,0,2
3407,@radioafisha,0,1,1,0,0,0,0,0,0,0,0
3409,@IDEM_HSE,0,0,0,0,1,0,0,0,0,1,9
3411,@tupoilyutik,0,0,0,2,0,0,0,0,0,0,6
3412,@gggabnis,0,0,0,0,0,0,0,0,1,0,8
3413,@SeemsGo,0,2,0,0,0,0,0,0,0,0,0
3414,@Pinksimf_travel,1,0,0,0,0,0,0,0,0,0,2
3416,@denis_bugakov69,0,1,1,0,0,0,0,0,0,0,0
3417,@olega_bragin,0,0,0,1,0,1,0,0,0,0,4
3419,@mehanick36,2,0,0,0,0,0,0,0,0,0,2
3421,@TP_Russia,0,0,0,2,0,0,0,0,0,0,6
3422,@BettingRussia,0,0,0,2,0,0,0,0,0,0,6
3423,@PNaproch,0,0,0,1,1,0,0,0,0,0,6
3424,@polupianoff,2,0,0,0,0,0,0,0,0,0,2
3425,@RuGorsite,0,1,1,0,0,0,0,0,0,0,0
3426,@pzhilya,0,1,0,0,0,0,1,0,0,0,7
3427,@mymonocler,1,0,1,0,0,0,0,0,0,0,3
3429,@NastiaSedukhina,1,0,0,0,0,0,0,0,0,0,2
3430,@CabinesR,0,0,2,0,0,0,0,0,0,0,3
3431,@laparind,0,0,1,0,0,0,0,0,0,0,3
3432,@fanis_sh,0,1,1,0,0,0,0,0,0,0,0
3433,@AnnaCoh92674866,0,2,0,0,0,0,0,0,0,0,0
3434,@stinger_tweet,0,0,0,0,0,1,1,0,0,0,7
3435,@brainton19,0,2,0,0,0,0,0,0,0,0,0
3436,@garry_pilot,0,0,0,0,2,0,0,0,0,0,1
3437,@uz24ru,0,0,0,0,0,0,0,1,0,0,5
3438,@velosipedov,2,0,0,0,0,0,0,0,0,0,2
3439,@ValentynSmirnov,0,1,0,0,0,0,0,0,0,0,0
3440,@NANMUNAN_SANYA,0,1,0,0,0,0,0,0,0,0,0
3441,@sun_kamila,0,1,1,0,0,0,0,0,0,0,0
3443,@BibikovAnvar,0,0,0,0,0,0,2,0,0,0,7
3444,@ArsfitGoar,0,0,1,0,1,0,0,0,0,0,1
3445,@NNojkina,0,1,0,0,0,0,0,0,0,0,0
3446,@Yan053876129,0,1,0,0,0,0,0,0,0,0,0
3447,@centles42,0,0,1,1,0,0,0,0,0,0,6
3448,@APNSOPress,1,0,0,0,0,0,0,0,0,0,2
3453,@guldarx,0,2,0,0,0,0,0,0,0,0,0
3454,@spantonion,0,0,0,0,0,0,0,1,1,0,8
3455,@vritewa,0,2,0,0,0,0,0,0,0,0,0
3456,@gjnhjityrj2014,0,0,1,0,0,0,0,1,0,0,5
3457,@izya_lizaa,2,0,0,0,0,0,0,0,0,0,2
3458,@mrkoshurba,0,0,0,1,0,0,0,0,0,0,6
3459,@Gopakfilms,0,1,1,0,0,0,0,0,0,0,0
3460,@mihelson_xo,0,0,0,0,2,0,0,0,0,0,1
3462,@Blonndy_y,1,0,0,0,0,0,0,0,0,0,2
3463,@dokbarboskin,0,0,0,0,0,1,0,0,0,0,4
3465,@karpov80,0,2,0,0,0,0,0,0,0,0,0
3466,@albatsmandeI,1,1,0,0,0,0,0,0,0,0,0
3467,@TobGorod,1,1,0,0,0,0,0,0,0,0,0
3468,@vyborypresident,0,0,1,1,0,0,0,0,0,0,6
3469,@Vasisualiy71,1,0,1,0,0,0,0,0,0,0,3
3470,@YuliaStadnichuk,1,0,0,0,0,0,0,1,0,0,5
3471,@lsunicor,1,1,0,0,0,0,0,0,0,0,0
3472,@vctrnkn,0,0,2,0,0,0,0,0,0,0,3
3475,@arh1744,0,0,0,1,0,1,0,0,0,0,4
3477,@kyselchukv,1,0,0,0,0,0,0,0,0,0,2
3478,@Kirilloook1,1,0,0,0,0,1,0,0,0,0,4
3479,@Renaissainceboy,1,1,0,0,0,0,0,0,0,0,0
3480,@daneta37,0,1,0,0,0,0,0,0,0,0,0
3481,@bi269091096,0,1,0,1,0,0,0,0,0,0,6
3482,@Aragami_Poccu9i,0,1,1,0,0,0,0,0,0,0,0
3483,@Sharova_Lenn,0,0,1,0,0,0,0,0,0,0,3
3484,@GetZeka,0,0,0,0,0,0,1,1,0,0,7
3485,@vtkking,1,1,0,0,0,0,0,0,0,0,0
3486,@elsa2912,2,0,0,0,0,0,0,0,0,0,2
3487,@code_segment,0,1,0,0,0,0,0,0,0,1,9
3488,@GSXykhbJIXI18u3,1,0,1,0,0,0,0,0,0,0,3
3489,@newpsy_pro,1,1,0,0,0,0,0,0,0,0,0
3490,@Talanov1,1,0,0,0,0,0,0,0,0,0,2
3492,@deputat_sanya,0,1,1,0,0,0,0,0,0,0,0
3493,@Ayko17122804,0,1,0,0,0,0,0,0,0,0,0
3494,@Fenazzzipam,0,0,0,1,0,1,0,0,0,0,4
3495,@dai_mne_vipit,1,0,0,0,0,0,0,0,0,0,2
3498,@_odinochka,0,1,0,0,0,0,0,0,0,0,0
3499,@demboigmos,0,0,0,2,0,0,0,0,0,0,6
3500,@sosijop,0,0,2,0,0,0,0,0,0,0,3
3501,@KatyaSher,0,2,0,0,0,0,0,0,0,0,0
3503,@superdadera,0,0,0,1,1,0,0,0,0,0,6
3504,@onf_kbr_nalchik,0,1,1,0,0,0,0,0,0,0,0
3506,@Yapoasyanya,0,1,1,0,0,0,0,0,0,0,0
3507,@TanyaAlehina,0,0,1,0,0,0,0,0,0,1,9
3508,@danya_stoletov,0,0,1,1,0,0,0,0,0,0,6
3509,@brbtornado2,0,0,2,0,0,0,0,0,0,0,3
3510,@POlegich,0,0,0,2,0,0,0,0,0,0,6
3512,@Miniinkoss,0,0,0,1,0,1,0,0,0,0,4
3513,@vsluh6,0,0,1,0,0,0,0,0,0,0,3
3514,@listratkin1,0,0,0,0,0,0,0,1,0,0,5
3515,@Goatofskiy,1,0,0,0,0,0,0,0,0,0,2
3516,@l_RuStaM_l,0,0,2,0,0,0,0,0,0,0,3
3517,@Vasya_4etkuu,1,0,0,0,0,0,0,0,0,0,2
3518,@kppiter,1,0,0,0,0,0,0,0,0,0,2
3519,@Mortalrodeo,1,0,0,0,0,0,0,0,0,1,9
3520,@sashakokoulin,0,1,0,0,0,0,0,0,0,0,0
3521,@bartishvily,2,0,0,0,0,0,0,0,0,0,2
3522,@Alexgrimmuar,0,2,0,0,0,0,0,0,0,0,0
3523,@EnergyOfReiki,1,0,0,0,0,0,0,0,0,0,2
3524,@KaiCitizen,0,0,0,1,0,0,0,1,0,0,5
3525,@AlekssKotami3,0,0,0,1,1,0,0,0,0,0,6
3526,@JiverGrayn,2,0,0,0,0,0,0,0,0,0,2
3529,@LConcert_agency,1,0,0,0,1,0,0,0,0,0,1
3531,@niqqa1471,0,0,0,0,0,0,0,2,0,0,5
3533,@nekonojidai,0,1,1,0,0,0,0,0,0,0,0
3534,@portaltvolk,0,0,1,0,0,0,0,1,0,0,5
3537,@karantinka63,0,0,1,1,0,0,0,0,0,0,6
3538,@indeetz_Joe,0,1,0,0,0,1,0,0,0,0,4
3539,@OFCDONSKOY,0,1,0,0,0,1,0,0,0,0,4
3540,@restavi,0,0,0,0,0,0,0,0,0,1,9
3541,@giuliog,1,0,0,0,0,0,0,0,0,0,2
3542,@yaikcossack,2,0,0,0,0,0,0,0,0,0,2
3544,@lexandrGurkin,1,0,0,0,0,0,0,0,0,0,2
3546,@CoronaUChastnik,0,0,2,0,0,0,0,0,0,0,3
3547,@tcso_orehovo,0,0,1,1,0,0,0,0,0,0,6
3548,@bacardi_julia,0,1,0,1,0,0,0,0,0,0,6
3549,@Svet_222,1,0,0,0,0,0,0,0,0,0,2
3551,@makoveev,2,0,0,0,0,0,0,0,0,0,2
3552,@RogozinaSPbRu,2,0,0,0,0,0,0,0,0,0,2
3553,@vodolakiznstas,0,0,0,1,0,0,0,1,0,0,5
3554,@Mikhail_Ilezov,0,1,0,0,0,0,0,0,0,0,0
3555,@potratnashlyuh,1,1,0,0,0,0,0,0,0,0,0
3556,@arigatovhatu,0,0,0,2,0,0,0,0,0,0,6
3557,@Satanist_D,0,0,1,0,0,0,0,0,1,0,8
3558,@centerpat_61,0,1,0,0,0,0,1,0,0,0,7
3559,@HIUS_,0,1,1,0,0,0,0,0,0,0,0
3560,@Traders_Union,0,1,0,1,0,0,0,0,0,0,6
3561,@alcherni29,0,0,1,0,0,1,0,0,0,0,4
3563,@aleks_inon,1,1,0,0,0,0,0,0,0,0,0
3565,@Oxana44426908,0,1,0,0,0,0,0,0,0,0,0
3566,@tupaya_shishka,0,0,2,0,0,0,0,0,0,0,3
3568,@RE_in_the_media,0,1,0,1,0,0,0,0,0,0,6
3569,@advokat_stupin,0,0,0,0,1,0,0,0,0,0,1
3570,@07r0Rtx0Gk1uqZU,0,0,0,0,0,0,1,0,1,0,8
3571,@HearMeSqueal,1,0,0,0,0,0,0,0,0,0,2
3572,@ChangeOrgRus,1,0,0,0,0,0,0,0,0,0,2
3573,@Elissabetti,1,0,1,0,0,0,0,0,0,0,3
3574,@alekyangroup,0,0,1,0,0,1,0,0,0,0,4
3576,@EvilPrunie,1,1,0,0,0,0,0,0,0,0,0
3577,@Elsa23310473,0,0,2,0,0,0,0,0,0,0,3
3579,@Jokereri,0,2,0,0,0,0,0,0,0,0,0
3580,@HeartlessInn,0,2,0,0,0,0,0,0,0,0,0
3582,@acimovka,0,0,0,0,0,1,0,0,0,0,4
3583,@harrykuch,0,1,0,0,0,0,0,0,0,0,0
3584,@Leon13Joker,1,0,0,0,0,0,0,0,0,0,2
3586,@euhypenews,0,0,0,0,1,0,1,0,0,0,7
3587,@BiblLuts,1,0,0,0,0,0,0,0,0,0,2
3588,@0j7L58w8UzHRwZU,0,0,0,2,0,0,0,0,0,0,6
3589,@Veprikulya,0,0,0,0,1,0,0,0,0,0,1
3590,@bluewatina,1,1,0,0,0,0,0,0,0,0,0
3591,@ChoseEnSoiVdnva,0,0,1,0,1,0,0,0,0,0,1
3592,@IvanStovbun,0,0,0,1,1,0,0,0,0,0,6
3593,@Vorch14,0,0,0,1,1,0,0,0,0,0,6
3594,@mareeykabrbr,1,0,0,0,0,0,0,0,0,0,2
3596,@Alexandra_Mikk,0,0,0,0,0,0,1,0,0,0,7
3598,@antygonnna,2,0,0,0,0,0,0,0,0,0,2
3599,@PeersTV,0,0,1,0,0,0,0,1,0,0,5
3600,@AlekseyNesterof,0,1,0,0,0,0,0,0,0,0,0
3601,@saM990105,0,1,1,0,0,0,0,0,0,0,0
3604,@ANDREY_KIEV,0,0,0,0,2,0,0,0,0,0,1
3605,@IronVovan,1,0,1,0,0,0,0,0,0,0,3
3608,@boer_rus,0,0,0,0,0,0,1,0,0,1,9
3609,@MilaGavr,0,0,1,1,0,0,0,0,0,0,6
3610,@LanaParshina1,0,2,0,0,0,0,0,0,0,0,0
3611,@theRealVIF1,2,0,0,0,0,0,0,0,0,0,2
3614,@kid3751,0,2,0,0,0,0,0,0,0,0,0
3616,@Black_Cat_tmb,0,1,0,0,0,1,0,0,0,0,4
3618,@woki2014,0,1,0,0,0,0,1,0,0,0,7
3619,@filimonka_ru,1,0,1,0,0,0,0,0,0,0,3
3621,@krywal_again,0,0,0,0,1,0,0,0,0,0,1
3622,@salavatiksanov,0,0,0,1,0,0,1,0,0,0,7
3623,@AmateurNotes,0,2,0,0,0,0,0,0,0,0,0
3624,@soleille28,0,1,0,0,0,0,0,0,0,0,0
3626,@SANITAR3344,0,0,0,1,0,0,0,0,0,0,6
3627,@LiveinguizhouRu,0,0,1,0,0,0,0,0,0,1,9
3628,@nazarovsergey01,0,2,0,0,0,0,0,0,0,0,0
3629,@kazak1883,0,1,1,0,0,0,0,0,0,0,0
3630,@FeSaDaRu,0,0,0,1,1,0,0,0,0,0,6
3632,@BEARDMAN_RUS,0,0,0,0,1,0,1,0,0,0,7
3633,@fctsk,0,0,0,0,0,0,0,2,0,0,5
3634,@evilShavaRma,0,1,0,0,1,0,0,0,0,0,0
3635,@das_shakal,2,0,0,0,0,0,0,0,0,0,2
3637,@Degtjarenko2017,0,0,0,0,0,0,2,0,0,0,7
3639,@Chesteronlin,0,1,0,0,0,1,0,0,0,0,4
3640,@GalsNatali,0,0,0,2,0,0,0,0,0,0,6
3641,@IrCost,2,0,0,0,0,0,0,0,0,0,2
3642,@Cotton_jacket,0,1,0,0,0,0,0,0,0,0,0
3643,@kireeva74,0,0,1,0,0,0,1,0,0,0,7
3644,@osenilo,2,0,0,0,0,0,0,0,0,0,2
3645,@SawDmitriy,0,1,0,1,0,0,0,0,0,0,6
3646,@Ideas_for_life,1,0,0,0,0,0,0,0,0,0,2
3647,@GandmaBench,0,0,1,1,0,0,0,0,0,0,6
3648,@novosti_bairak,0,0,0,2,0,0,0,0,0,0,6
3650,@marriakononovva,1,0,0,0,0,0,0,0,0,0,2
3651,@slivakpss,0,1,0,0,0,0,0,0,0,0,0
3652,@pvmvtb,0,0,1,1,0,0,0,0,0,0,6
3653,@dsapsan,1,0,0,0,0,0,0,0,0,0,2
3654,@_may_natalia_,1,0,0,0,1,0,0,0,0,0,1
3656,@oh_fuck_oh_deer,0,0,0,1,0,0,1,0,0,0,7
3657,@veraniko1987,0,0,2,0,0,0,0,0,0,0,3
3658,@ASKoribut,0,1,1,0,0,0,0,0,0,0,0
3660,@juliawaks228,0,1,0,0,0,0,0,0,0,0,0
3661,@Matroskin61,1,1,0,0,0,0,0,0,0,0,0
3662,@Miss___Angel_,1,0,0,0,0,0,0,0,0,0,2
3663,@Ryrik,0,0,2,0,0,0,0,0,0,0,3
3664,@NashaCanada,0,0,1,0,1,0,0,0,0,0,1
3665,@shiro_baka09,1,0,0,0,0,0,1,0,0,0,7
3666,@Amane09960932,0,2,0,0,0,0,0,0,0,0,0
3668,@BuonVecchioGAC,1,0,0,0,0,0,0,0,0,0,2
3669,@_Nika_O_,2,0,0,0,0,0,0,0,0,0,2
3670,@v5p4pvvcorli,0,0,0,2,0,0,0,0,0,0,6
3671,@KPRFN,0,1,1,0,0,0,0,0,0,0,0
3672,@RichFreebie,0,0,0,0,0,0,0,0,2,0,8
3673,@chyokvazombi,0,0,2,0,0,0,0,0,0,0,3
3674,@oleg_sentia,0,0,0,2,0,0,0,0,0,0,6
3675,@Stranulechka,0,1,0,0,1,0,0,0,0,0,0
3676,@Pal_Sanych,0,0,2,0,0,0,0,0,0,0,3
3677,@Han57rus,0,1,0,0,0,0,0,0,0,0,0
3678,@CodePromo_1xbet,0,0,2,0,0,0,0,0,0,0,3
3679,@Simbiblis,0,1,0,1,0,0,0,0,0,0,6
3681,@MayskayaAnna,1,1,0,0,0,0,0,0,0,0,0
3682,@the_lentach,2,0,0,0,0,0,0,0,0,0,2
3684,@LiskinOleg,1,1,0,0,0,0,0,0,0,0,0
3685,@zahar76,0,0,0,1,0,1,0,0,0,0,4
3686,@19552013,0,0,0,1,0,1,0,0,0,0,4
3687,@istina,0,1,1,0,0,0,0,0,0,0,0
3688,@m3d1umw3ll,0,0,1,1,0,0,0,0,0,0,6
3689,@pro_andreev,0,0,0,1,1,0,0,0,0,0,6
3690,@lalvas,0,2,0,0,0,0,0,0,0,0,0
3691,@alenka_vlasenko,0,2,0,0,0,0,0,0,0,0,0
3692,@Andreychofee,2,0,0,0,0,0,0,0,0,0,2
3693,@dorognet38,0,2,0,0,0,0,0,0,0,0,0
3694,@Tanirbergen,0,1,1,0,0,0,0,0,0,0,0
3695,@naska6662,1,0,0,0,0,0,0,0,0,0,2
3696,@ogrk_center_ru,0,0,0,0,1,0,1,0,0,0,7
3697,@Likaing,0,1,0,0,1,0,0,0,0,0,0
3699,@integraldos,0,1,0,1,0,0,0,0,0,0,6
3701,@Mnemonic_2077,0,2,0,0,0,0,0,0,0,0,0
3702,@Fuzzilog,1,0,0,1,0,0,0,0,0,0,6
3704,@jmb_pictures,0,0,0,1,1,0,0,0,0,0,6
3705,@Fantazi_Vostoka,1,0,0,0,0,0,0,0,0,0,2
3706,@qrjvvklhag,0,0,0,0,2,0,0,0,0,0,1
3707,@psikonsalting,0,0,2,0,0,0,0,0,0,0,3
